,premisse,hypothèse,label
241,Que faire en cas d'abus du droit de visite à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
242,Mon propriétaire n’a pas enregistré le bail. Puis-je mettre fin au bail sans préavis ni indemnité à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
243,Puis-je être mis sous administration de biens si je gère mal mon argent ?,la question ne concerne pas la catégorie Famille,2
244,Quel est le rôle du CPAS en cas d'expulsion à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
245,J'ai signé une déclaration de cohabitation légale. Je reçois un héritage. Est-ce que mon cohabitant légal en profite aussi ?,la question ne concerne pas la catégorie Famille,2
246,Je suis victime de violences conjugales. Suis-je concernée par la violence conjugale ?,la question ne concerne pas la catégorie Famille,2
247,Je suis victime de violences conjugales. Quelles formes prennent les violences conjugales ?,la question ne concerne pas la catégorie Famille,2
248,Que faire si on ne parvient pas à obtenir le certificat médical circonstancié ?,la question ne concerne pas la catégorie Famille,2
249,"Je me sépare. En tant que cohabitants légaux, quelles sont les conséquences de notre séparation sur nos droits et devoirs l’un envers l’autre ?",la question ne concerne pas la catégorie Famille,2
250,Faut-il être assisté d'un avocat lors de la procédure de mise sous administration de biens et/ou de la personne ?,la question ne concerne pas la catégorie Famille,2
251,Je suis marié(e). Le salaire de mon conjoint m’appartient-il aussi ?,la question ne concerne pas la catégorie Famille,2
252,"J'étais sous minorité prolongée, que s'est-il passé au 1er septembre 2019 ?",la question ne concerne pas la catégorie Famille,2
253,"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît après qu'il ait été déclaré à la commune ?",la question ne concerne pas la catégorie Famille,2
254,Mon propriétaire peut-il mettre fin au bail de 9 ans sans motif à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
255,Dégâts dans le logement : qui paie quoi à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
256,Comment savoir quel est le tribunal de la famille compétent pour mon problème ?,la question ne concerne pas la catégorie Famille,2
257,Que faire si je ne peux pas me mettre d'accord avec l'autre parent pour une décision concernant notre enfant mineur ?,la question ne concerne pas la catégorie Famille,2
258,Puis-je construire une dalle de béton contre le mur mitoyen ?,la question ne concerne pas la catégorie Logement,2
259,Je vis avec mon compagnon et/ou mes enfants. Mon compagnon peut-il me mettre à la porte si je suis domiciliée chez lui ?,la question ne concerne pas la catégorie Logement,2
260,Je divorce. Quelles sont les conséquences de notre divorce en ce qui concerne nos enfants ?,la question ne concerne pas la catégorie Famille,2
261,Puis-je demander une conciliation pour régler un conflit locatif en Wallonie ?,la question ne concerne pas la catégorie Logement,2
262,Qu’est-ce que je risque si je fais du bruit la nuit dans mon jardin ou dans la rue ?,la question ne concerne pas la catégorie Logement,2
263,Je suis marié(e). Dois-je aider les parents de mon conjoint qui sont dans le besoin ?,la question ne concerne pas la catégorie Famille,2
264,Je suis marié(e). Nous sommes mariés. L'un de nous peut-il mettre l'autre à la porte ?,la question ne concerne pas la catégorie Famille,2
265,Que faire si je ne suis pas d'accord avec les décisions prises à propos de mes petits-enfants ?,la question ne concerne pas la catégorie Famille,2
266,Comment rédiger un état des lieux à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
267,Je suis parent. J'ai entendu parler de la méthode Renard. De quoi s'agit-il ?,la question ne concerne pas la catégorie Famille,2
268,Dois-je payer les frais de justice si je conteste une décision d’un organisme de sécurité sociale à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
269,Pourquoi y a-t-il parfois deux tuteurs pour un enfant mineur ?,la question ne concerne pas la catégorie Famille,2
270,Comment vérifier les charges qui me sont facturées à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
271,Qu'est-ce qu'un certificat médical circonstancié ?,la question ne concerne pas la catégorie Famille,2
272,Que faire si je n'obtiens pas la prorogation pour circonstances exceptionnelles en Wallonie ?,la question ne concerne pas la catégorie Logement,2
273,Comment savoir si quelqu'un est placé sous administration de biens et/ou de la personne ?,la question ne concerne pas la catégorie Famille,2
274,Nous ne sommes pas mariés. Peut-on m'obliger à établir un lien de filiation avec mon enfant si ni moi ni la mère ne sommes mariés ?,la question ne concerne pas la catégorie Famille,2
275,"Nous ne sommes pas mariés, quel nom portera mon enfant si le père ne le reconnaît pas ?",la question ne concerne pas la catégorie Famille,2
276,Je mets un appartement ou une maison en location (bail de résidence principale). Qui doit payer les frais liés à la procédure d’expulsion en Wallonie ?,la question ne concerne pas la catégorie Logement,2
277,L'état des lieux est-il obligatoire à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
278,Comment mettre fin au bail de commun accord à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
279,Quand puis-je récupérer la garantie locative à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
280,Mon propriétaire a mis fin au bail. Puis-je partir avant la fin de son délai de préavis à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
281,"Mon propriétaire ne fait pas les réparations nécessaires, puis-je suspendre le paiement de mon loyer à Bruxelles ?",la question ne concerne pas la catégorie Logement,2
282,Mon bail est-il un contrat de bail étudiant à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
283,Peut-on faire annuler un lien de filiation établi entre une mère/un père et son enfant ?,la question ne concerne pas la catégorie Famille,2
284,Combien me coûte mon administrateur de biens ou de la personne ?,la question ne concerne pas la catégorie Famille,2
285,"La situation a changé depuis le jugement, comment obtenir une nouvelle décision du juge de la famille ?",la question ne concerne pas la catégorie Famille,2
286,"L'arbre de mon voisin me dérange, puis-je l'élaguer ou le faire couper ?",la question ne concerne pas la catégorie Logement,2
287,Puis-je m'adresser au juge de paix pour régler un conflit locatif à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
288,Je suis parent. L'employeur de mon ex peut-il me payer directement la contribution alimentaire (délégation de sommes) ?,la question ne concerne pas la catégorie Famille,2
289,Je suis parent. Je suis père/mère de l'enfant. Dois-je payer une contribution alimentaire ?,la question ne concerne pas la catégorie Famille,2
290,Comment puis-je mettre fin à mon bail étudiant à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
291,Les parents ne sont pas mariés ensemble. Devant quel tribunal aller en cas de problème lié à la filiation ?,la question ne concerne pas la catégorie Famille,2
292,Puis-je demander de modifier une décision d'hébergement de mes enfants ?,la question ne concerne pas la catégorie Famille,2
293,Dois-je demander un permis d’urbanisme si je divise ma maison en deux à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
294,"Comment prouver que je ne suis pas responsable en tant que parent, des actes commis par mon enfant mineur ?",la question ne concerne pas la catégorie Famille,2
295,Qu'est-ce que la tutelle d'un enfant mineur ?,la question ne concerne pas la catégorie Famille,2
296,"J'héberge un ami/un proche. J'héberge gratuitement quelqu'un, puis-je le mettre dehors ?",la question ne concerne pas la catégorie Logement,2
297,Quand le juge de paix peut-il mettre fin au bail à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
298,Je suis père/mère de l'enfant. Dois-je payer une contribution alimentaire ?,la question ne concerne pas la catégorie Famille,2
299,Une expulsion est-elle rapide à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
300,"Nous sommes mariés, quel nom portera notre enfant ?",la question ne concerne pas la catégorie Famille,2
301,Mon propriétaire peut-il mettre d'initiative mes meubles à la rue en Wallonie ?,la question ne concerne pas la catégorie Logement,2
302,Comment récupérer la garantie locative à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
303,Le tuteur est-il obligé d'accepter sa désignation ?,la question ne concerne pas la catégorie Famille,2
304,Quelle est la durée d'un bail de colocation à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
305,Je vis en couple. A qui appartiennent les différents biens si nous vivons en union libre ?,la question ne concerne pas la catégorie Famille,2
306,Le propriétaire ne me rembourse pas le surplus de mes provisions de charges. Quel est mon recours à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
307,Dois-je installer des détecteurs incendie à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
308,"J'ai signé une déclaration de cohabitation légale. En tant que cohabitant légal, dois-je contribuer aux frais de ménage si je n’ai pas ou peu de ressources ?",la question ne concerne pas la catégorie Famille,2
309,Je suis parent. Comment puis-je déterminer le montant de la contribution alimentaire ?,la question ne concerne pas la catégorie Famille,2
310,Les père et mère de l'enfant résident ensemble. Qui peut prendre les décisions concernant l'enfant si les parents vivent ensemble ?,la question ne concerne pas la catégorie Famille,2
311,Quel bail est considéré comme un bail 9 ans à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
312,Mon propriétaire peut-il mettre tous les frais qu’il veut à ma charge à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
313,Quand le juge de paix peut-il mettre fin au bail à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
314,Puis-je ne pas payer mes 2 derniers mois de loyer pour m'assurer de récupérer la garantie locative à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
315,Quels types de décisions relèvent de l'autorité parentale ?,la question ne concerne pas la catégorie Famille,2
316,En quoi suis-je responsable de mon enfant ?,la question ne concerne pas la catégorie Famille,2
317,Je vis en couple. A qui appartient la maison construite ensemble sur mon terrain ?,la question ne concerne pas la catégorie Famille,2
318,Comment récupérer la garantie locative à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
319,Puis-je ne pas payer mes 2 derniers mois de loyer pour m'assurer de récupérer la garantie locative à Bruxelles ?,la question ne concerne pas la catégorie Logement,2
320,Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Puis-je être considéré comme le père de mon enfant décédé à la naissance ?,la question ne concerne pas la catégorie Famille,2
321,"Notre propriétaire n'effectue pas les réparations, que faire à Bruxelles ?",la question ne concerne pas la catégorie Logement,2
322,Le propriétaire peut-il réclamer l’entièreté du loyer à un seul colocataire à Bruxelles ?,la question concerne la catégorie Famille,1
323,Mon loyer peut-il être indexé à Bruxelles ?,la question concerne la catégorie Travail,1
324,Je deviens cohabitant légal. Nous sommes inscrits à la même adresse. Sommes-nous cohabitants légaux ?,la question concerne la catégorie Etrangers,1
325,Peut-on prévoir à l'avance toutes les modalités d'hébergement des enfants ?,la question concerne la catégorie Etrangers,1
326,Je divorce. Je divorce par consentement mutuel. Comment introduire une demande de divorce une fois nos conventions rédigées ?,la question concerne la catégorie Justice,1
327,La personne protégée peut-elle prendre un abonnement ?,la question concerne la catégorie Protection sociale,1
328,Je divorce. Je divorce pour cause de désunion irrémédiable. Quand serons-nous officiellement divorcés (divorce pour cause de désunion irrémédiable) ?,la question concerne la catégorie Justice,1
329,Mon administrateur peut-il m'interdire de conduire ?,la question concerne la catégorie Etrangers,1
330,Est-ce que je dois installer des détecteurs incendie en Wallonie ?,la question concerne la catégorie Argent,1
331,Je souhaite divorcer par consentement mutuel. Comment fixer le montant de la pension alimentaire ?,la question concerne la catégorie Etrangers,1
332,Je me sépare. Quelles sont les conséquences de notre séparation en ce qui concerne nos enfants ?,la question concerne la catégorie Justice,1
333,Mon propriétaire peut-il me réclamer des arriérés d'indexation de loyer à Bruxelles ?,la question concerne la catégorie Protection sociale,1
334,Qui décide d’accorder la prorogation pour circonstances exceptionnelles à Bruxelles ?,la question concerne la catégorie Etrangers,1
335,Je suis marié(e). Puis-je louer ou vendre notre maison sans l'accord de mon conjoint ?,la question concerne la catégorie Logement,1
336,Que peut faire l'enfant en cas de conflit avec son tuteur ?,la question concerne la catégorie Logement,1
337,Je loue un garage. Quelles règles s'appliquent à mon bail en Wallonie ?,la question concerne la catégorie Justice,1
338,Je me sépare. Quand le tribunal de la famille peut-il intervenir pour des mesures urgentes et provisoires ?,la question concerne la catégorie Logement,1
339,Je suis grand-parent. Ai-je droit à des contacts avec mes petits-enfants ?,la question concerne la catégorie Travail,1
340,Je me sépare. Peut-on se séparer d'un commun accord sans déclaration de fin de cohabitation légale ?,la question concerne la catégorie Logement,1
341,"Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Quelles démarches pour reconnaître l'enfant si la mère de l'enfant et son mari résident ensemble ou, séparés, sont domiciliés à la même adresse ?",la question concerne la catégorie Protection sociale,1
342,Qui peut être entendu par le juge de paix lors de la procédure de mise sous administration de biens et/ou de la personne ?,la question concerne la catégorie Travail,1
343,"Les père et mère de l'enfant résident ensemble. L'école, le médecin, etc. doivent-ils toujours demander l'accord des 2 parents pour les décisions concernant l'enfant ?",la question concerne la catégorie Justice,1
344,Le propriétaire peut-il m'envoyer un décompte des charges deux ans après la fin de mon bail en Wallonie ?,la question concerne la catégorie Argent,1
345,Je mets un appartement ou une maison en location (bail de résidence principale). Comment faire pour expulser mon locataire en Wallonie ?,la question concerne la catégorie Argent,1
346,A quoi sert la garantie locative à Bruxelles ?,la question concerne la catégorie Argent,1
347,J'ai signé une déclaration de cohabitation légale. Nous sommes cohabitants légaux. Dois-je reconnaître notre enfant ?,la question concerne la catégorie Protection sociale,1
348,Je suis parent. Mon ex ne paie plus la contribution alimentaire. Risque-t-il l'emprisonnement ?,la question concerne la catégorie Etrangers,1
349,Je mets un appartement ou une maison en location (bail de résidence principale). Puis-je mettre mon locataire à la porte en Wallonie ?,la question concerne la catégorie Famille,1
350,Que faire si je ne suis pas d'accord avec la décision du CPAS à Bruxelles ?,la question concerne la catégorie Travail,1
351,Un mineur a signé un contrat de bail. Quelle est la valeur de ce contrat à Bruxelles ?,la question concerne la catégorie Argent,1
352,Comment mettre fin au bail de commun accord à Bruxelles ?,la question concerne la catégorie Argent,1
353,"Je suis parent. J'arrête de payer la contribution alimentaire, dois-je acter cela quelque part ?",la question concerne la catégorie Etrangers,1
354,"Je me sépare. En tant que cohabitants légaux, quel juge peut régler nos problèmes avant séparation ?",la question concerne la catégorie Logement,1
355,Je souhaite divorcer pour cause de désunion irrémédiable. Comment fixer le montant de la pension alimentaire ?,la question concerne la catégorie Etrangers,1
356,Je divorce. Je divorce pour cause de désunion irrémédiable. Dans quels cas choisir le divorce pour cause de désunion irrémédiable ?,la question concerne la catégorie Etrangers,1
357,"Je ne suis pas d'accord avec l'état des lieux, que faire à Bruxelles ?",la question concerne la catégorie Etrangers,1
358,"L’appartement que je loue a été vendu, le nouveau propriétaire peut-il me mettre dehors à Bruxelles ?",la question concerne la catégorie Argent,1
359,"L'arbre de mon voisin me dérange, quelles sont les distances de plantation ?",la question concerne la catégorie Justice,1
360,Je me sépare. Comment introduire une demande de mesures urgentes et provisoires devant le tribunal de la famille ?,la question concerne la catégorie Justice,1
361,Est-ce légal de conclure un bail à vie à Bruxelles ?,la question concerne la catégorie Argent,1
362,Mon propriétaire peut-il me réclamer des intérêts de retard en Wallonie ?,la question concerne la catégorie Protection sociale,1
363,Comment mettre fin au bail de commun accord à Bruxelles ?,la question concerne la catégorie Protection sociale,1
364,Dois-je installer des détecteurs incendie à Bruxelles ?,la question concerne la catégorie Travail,1
365,Je suis parent. Dois-je encore payer la contribution alimentaire si mon enfant majeur quitte la maison ?,la question concerne la catégorie Logement,1
366,Les parents ne sont pas mariés ensemble. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si la mère a divorcé moins de 300 jours avant la naissance ?,la question concerne la catégorie Travail,1
367,L'administrateur de biens peut-il s'opposer à une dépense ?,la question concerne la catégorie Etrangers,1
368,Qu’est-ce qu’un bail de rénovation à Bruxelles ?,la question concerne la catégorie Justice,1
369,"Je me sépare. On se sépare, quel est le sort de la maison achetée ensemble ?",la question concerne la catégorie Logement,1
370,Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question concerne la catégorie Justice,1
371,L'administrateur de biens et/ou de la personne peut-il tout faire ?,la question concerne la catégorie Etrangers,1
372,Quelle est la durée d'un bail de colocation à Bruxelles ?,la question concerne la catégorie Travail,1
373,Comment mettre fin au bail de commun accord à Bruxelles ?,la question concerne la catégorie Etrangers,1
374,Je suis victime de violences conjugales. Quels sont mes droits en tant que personne lésée ou partie civile ?,la question concerne la catégorie Travail,1
375,A quoi correspondent les charges à Bruxelles ?,la question concerne la catégorie Justice,1
376,Pourquoi faut-il déclarer l'enfant à la commune ?,la question concerne la catégorie Logement,1
377,Je suis marié(e). Mon conjoint touche un héritage. Est-ce que j'en profite aussi ?,la question concerne la catégorie Travail,1
378,La garantie locative est-elle obligatoire à Bruxelles ?,la question concerne la catégorie Justice,1
379,Où trouver un modèle de requête en matière de bail à Bruxelles ?,la question concerne la catégorie Famille,1
380,Le CPAS peut-il m'aider à constituer une garantie locative à Bruxelles ?,la question concerne la catégorie Protection sociale,1
381,Quand le juge de paix peut-il mettre fin au bail à Bruxelles ?,la question concerne la catégorie Travail,1
382,Je me sépare. A quoi servent les mesures urgentes et provisoires ?,la question concerne la catégorie Logement,1
383,Un enfant mineur peut-il prendre des décisions seul ?,la question concerne la catégorie Etrangers,1
384,"Je n'ai pas de chambre pour chaque enfant, le juge refusera-t-il que j'héberge mes enfants ?",la question concerne la catégorie Justice,1
385,Les père et mère de l'enfant résident séparément. Que faire si je n'arrive pas à me mettre d'accord avec l'autre parent pour une décision concernant notre enfant ?,la question concerne la catégorie Argent,1
386,Je suis grand-parent. Ai-je droit à des contacts avec mes petits-enfants ?,la question concerne la catégorie Argent,1
387,Je suis marié(e). Nous sommes mariés. A qui appartient la voiture ?,la question concerne la catégorie Argent,1
388,"Je suis victime de violences conjugales. En tant que victime de violences conjugales, puis-je demander l'hébergement exclusif de mes enfants ?",la question concerne la catégorie Protection sociale,1
389,Mon propriétaire a mis fin au bail. Puis-je partir avant la fin de son délai de préavis à Bruxelles ?,la question concerne la catégorie Justice,1
390,Qui désigne le tuteur ?,la question concerne la catégorie Travail,1
391,J'ai divorcé par consentement mutuel. Puis-je modifier le montant de la pension alimentaire ?,la question concerne la catégorie Logement,1
392,A quelles conditions puis-je obtenir la prorogation pour circonstances exceptionnelles à Bruxelles ?,la question concerne la catégorie Argent,1
393,Quand et comment constituer une garantie locative à Bruxelles ?,la question concerne la catégorie Travail,1
394,Dois-je avoir l'accord de l’autre parent pour partir en vacances avec mon enfant ?,la question concerne la catégorie Etrangers,1
395,Un colocataire seul peut-il mettre fin au bail non officiel de colocation avant l'échéance en Wallonie ?,la question concerne la catégorie Travail,1
396,Qui peut contester la paternité ou la maternité et dans quel délai ?,la question concerne la catégorie Etrangers,1
397,Puis-je mettre fin à mon bail de courte durée avant l’échéance à Bruxelles ?,la question concerne la catégorie Argent,1
398,Mon bail est-il un bail officiel de colocation à Bruxelles ?,la question concerne la catégorie Travail,1
399,Qui peut introduire la demande de mise sous administration de biens et/ou de la personne ?,la question concerne la catégorie Logement,1
400,Mon propriétaire peut-il m'expulser si je suis en retard de paiement en Wallonie ?,la question concerne la catégorie Famille,1
401,Comment contester un refus d'adresse de référence ?,la question concerne la catégorie Travail,1
402,Je ne suis pas d'accord avec le jugement rendu par le tribunal de la jeunesse. Est-ce que je dispose d'un recours en Wallonie ?,la question concerne la catégorie Argent,1
403,Devant quel tribunal aller en cas de problème lié à la filiation ?,la question concerne la catégorie Etrangers,1
404,Que faire si nous sommes d’accord sur certains points mais pas sur tout ?,la question concerne la catégorie Justice,1
405,Je suis parent. Puis-je demander une augmentation de la contribution alimentaire si ma fille commence des études supérieures ?,la question concerne la catégorie Etrangers,1
406,J'ai signé une déclaration de cohabitation légale. Faut-il ouvrir un compte commun si on est cohabitants légaux ?,la question concerne la catégorie Argent,1
407,Puis-je désigner à l'avance ma personne de confiance ?,la question concerne la catégorie Justice,1
408,"Nous sommes mariés. Nous sommes séparés, vais-je être reconnu comme le père de l'enfant ?",la question concerne la catégorie Justice,1
409,Hébergement d'amis : le propriétaire peut-il m'interdire de le faire à Bruxelles ?,la question concerne la catégorie Argent,1
410,Les parents ne sont pas mariés ensemble. Le père de l'enfant est marié à quelqu'un d'autre que la mère. Peut-on me réclamer une aide financière pour l'enfant si je suis son père biologique mais pas légal ?,la question concerne la catégorie Logement,1
411,Quels sont les entretiens et réparations à charge du locataire à Bruxelles ?,la question concerne la catégorie Justice,1
412,"Les parents sont mariés ensemble. Nous sommes séparés, vais-je être reconnu comme le père de l'enfant ?",la question concerne la catégorie Travail,1
413,Je me sépare. A quoi servent les mesures urgentes et provisoires ?,la question concerne la catégorie Protection sociale,1
414,Nous ne sommes pas mariés. Peut-on me réclamer une aide financière pour l'enfant si je suis son père biologique mais pas légal ?,la question concerne la catégorie Argent,1
415,Les parents ne sont pas mariés ensemble. Peut-on m'obliger à établir un lien de filiation avec mon enfant si ni moi ni la mère ne sommes mariés ?,la question concerne la catégorie Etrangers,1
416,Un colocataire seul peut-il mettre fin au bail non officiel de colocation avant l'échéance à Bruxelles ?,la question concerne la catégorie Justice,1
417,Comment changer de nom ou de prénom ?,la question concerne la catégorie Logement,1
418,Peut-on saisir mes meubles pour les dettes de mon colocataire en Wallonie ?,la question concerne la catégorie Argent,1
419,Mon bail de colocation est-il aussi un bail de résidence principale à Bruxelles ?,la question concerne la catégorie Protection sociale,1
420,Quelles sont les conséquences du bail de résidence principale à Bruxelles ?,la question concerne la catégorie Protection sociale,1
421,Est-ce que je dois faire entretenir la chaudière chaque année à Bruxelles ?,la question concerne la catégorie Protection sociale,1
422,Que faire si je reçois un décompte de charges deux ans après la fin de mon bail en Wallonie ?,la question concerne la catégorie Famille,1
423,Je suis marié(e). Dois-je aider mon conjoint s'il est dans le besoin ?,la question concerne la catégorie Logement,1
424,"Mon propriétaire ne fait pas les réparations nécessaires, puis-je rompre le bail à Bruxelles ?",la question concerne la catégorie Travail,1
425,Le nom de mon enfant est mal orthographié dans son acte de naissance. Puis-je faire corriger cette erreur ?,la question concerne la catégorie Justice,1
426,Je deviens cohabitant légal. Que se passe-t-il en cas de décès de l'un des cohabitants légaux ?,la question concerne la catégorie Justice,1
427,Comment répartir les obligations entre les colocataires à Bruxelles ?,la question concerne la catégorie Famille,1
428,"Le père biologique, mais non légal, doit-il payer une contribution alimentaire pour mon enfant ?",la question concerne la catégorie Argent,1
429,Dois-je payer une pension alimentaire à mes grands-parents et mes arrières grands-parents ?,la question concerne la catégorie Logement,1
430,Comment organiser l'hébergement d'un enfant mineur ?,la question concerne la catégorie Travail,1
431,La personne protégée peut-elle faire un testament ou une donation ?,la question concerne la catégorie Argent,1
432,Le propriétaire peut-il me réclamer des dégâts locatifs après mon départ à Bruxelles ?,la question concerne la catégorie Justice,1
433,Je mets un kot en location (bail de droit commun). Dois-je installer des détecteurs incendie en Wallonie ?,la question concerne la catégorie Travail,1
434,Je suis marié(e). Faut-il ouvrir un compte commun si on est mariés ?,la question concerne la catégorie Etrangers,1
435,Je suis victime de violences conjugales. Que faire si ma plainte pour violences conjugales est classée sans suite ?,la question concerne la catégorie Justice,1
436,J'héberge un ami/un proche. Mon ami est domicilié chez moi. Peut-on saisir mes meubles ?,la question concerne la catégorie Famille,1
437,"A quoi, à qui et quand sert la prorogation pour circonstances exceptionnelles à Bruxelles ?",la question concerne la catégorie Etrangers,1
438,Puis-je faire annuler le bail étudiant que j’ai signé pour l’année prochaine à Bruxelles ?,la question concerne la catégorie Argent,1
439,"Je me sépare. En tant que cohabitants légaux, quelles sont les conséquences de notre séparation sur nos biens ?",la question concerne la catégorie Justice,1
440,Je suis victime de violences conjugales. Comment porter plainte pour violences conjugales ?,la question concerne la catégorie Argent,1
441,Le propriétaire peut-il m'envoyer un décompte des charges deux ans après la fin de mon bail en Wallonie ?,la question concerne la catégorie Travail,1
442,Comment prolonger ou renouveler un bail étudiant à Bruxelles ?,la question concerne la catégorie Protection sociale,1
443,Je deviens cohabitant légal. Nous sommes cohabitants légaux. Qui doit rembourser le crédit hypothécaire ?,la question concerne la catégorie Argent,1
444,Je me sépare. Comment introduire une demande de mesures urgentes et provisoires devant le tribunal de la famille ?,la question concerne la catégorie Justice,1
445,Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Comment prouver notre séparation de fait ?,la question concerne la catégorie Travail,1
446,Un mineur a signé un contrat de bail. Quelle est la valeur de ce contrat en Wallonie ?,la question concerne la catégorie Famille,1
447,Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Comment introduire ensemble une demande de divorce pour cause de désunion irrémédiable ?,la question concerne la catégorie Protection sociale,1
448,Je me marie. Quel type de régime matrimonial choisir ?,la question concerne la catégorie Logement,1
449,"Je me sépare. On se sépare, qui doit payer le loyer ?",la question concerne la catégorie Justice,1
450,"Si mon propriétaire fait des travaux dans mon logement, puis-je rompre le bail à Bruxelles ?",la question concerne la catégorie Famille,1
451,Mon propriétaire exige une garantie locative de 3 mois. Est-ce légal à Bruxelles ?,la question concerne la catégorie Protection sociale,1
452,Comment introduire un recours contre la décision d’un organisme de sécurité sociale en Wallonie ?,la question concerne la catégorie Justice,1
453,Que faire si je ne suis pas d’accord avec le jugement du tribunal de la famille ?,la question concerne la catégorie Travail,1
454,Je suis marié(e). Qui doit payer le remboursement d’un prêt si nous sommes mariés ?,la question concerne la catégorie Logement,1
455,Je me marie. Dans quels cas peut-on refuser notre mariage ?,la question concerne la catégorie Justice,1
456,Peut-on réclamer un loyer à un colocataire qui est parti à Bruxelles ?,la question concerne la catégorie Protection sociale,1
457,Je me sépare. Puis-je demander au juge qu’il prenne des mesures urgentes et provisoires par rapport à nos biens ?,la question concerne la catégorie Etrangers,1
458,Que faire si le propriétaire abuse du droit de visite en Wallonie ?,la question concerne la catégorie Famille,1
459,Quelle est la durée d’un bail étudiant à Bruxelles ?,la question concerne la catégorie Protection sociale,1
460,Comment éviter l'expulsion à Bruxelles ?,la question concerne la catégorie Etrangers,1
461,"J'héberge un ami/un proche. Puis-je héberger qui je veux, comme je veux ?",la question concerne la catégorie Argent,1
462,"Je me sépare. En tant que cohabitants légaux, quelles sont les conséquences de notre séparation sur nos biens ?",la question concerne la catégorie Travail,1
463,Je suis parent. Mon ex ne paie pas la contribution alimentaire. Puis-je saisir ses revenus ?,la question concerne la catégorie Logement,1
464,Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Devant quel tribunal aller en cas de problème lié à la filiation ?,la question concerne la catégorie Etrangers,1
465,Mon voisin peut-il tondre le dimanche ?,la question concerne la catégorie Protection sociale,1
466,Les parents sont mariés ensemble. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si nous sommes mariés ?,la question concerne la catégorie Protection sociale,1
467,Je deviens cohabitant légal. Nous sommes cohabitants légaux. Dois-je reconnaître notre enfant ?,la question concerne la catégorie Justice,1
468,Puis-je mettre fin à mon bail de longue durée avant l’échéance à Bruxelles ?,la question concerne la catégorie Famille,1
469,Je me marie. Que se passe-t-il si on retarde la célébration de mon mariage ?,la question concerne la catégorie Protection sociale,1
470,"Je me sépare. En tant que cohabitants légaux, quelles mesures peut prendre le juge de la famille pour nos biens et nos dettes ?",la question concerne la catégorie Protection sociale,1
471,"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît avant ou à sa naissance ?",la question concerne la catégorie Protection sociale,1
472,Une personne sous protection judiciaire à Bruxelles ?,la question concerne la catégorie Argent,1
473,Je divorce. Je divorce pour cause de désunion irrémédiable. Puis-je demander seul(e) le divorce sur base de notre séparation de fait ?,la question concerne la catégorie Argent,1
474,Les parents ne sont pas mariés ensemble. Le père de l'enfant est marié à quelqu'un d'autre que la mère. Peut-on m'obliger à établir un lien de filiation père/enfant si je suis marié à quelqu'un d'autre que la mère ?,la question concerne la catégorie Argent,1
475,Puis-je m'adresser au juge de paix pour régler un conflit locatif en Wallonie ?,la question concerne la catégorie Protection sociale,1
476,Comment contester la valeur de reprise de la mitoyenneté proposée par l'acheteur ?,la question concerne la catégorie Famille,1
477,Je divorce. Puis-je divorcer sans l'accord de mon conjoint ?,la question concerne la catégorie Justice,1
478,Je me sépare. Que faire si j’estime que les mesures urgentes et provisoires prises par le juge de la famille sont injustes ?,la question concerne la catégorie Argent,1
